30	30	Mc-p-d	Mc	M	O
,	,	COMMA	CO	COMMA	O
care	care	Pw3--r	Pw	RELR	O
se	sine	Px3--a--------w	Px	PXA	O
referea	referi	Vmii3s	Vm	V3	O
la	la	Spsa	Sp	S	O
contravențiile	contravenție	Ncfpry	Nc	NPRY	O
și	și	Crssp	Cr	CR	O
cuantumul	cuantum	Ncmsry	Nc	NSRY	O
lor	lui	Ds3---p	Ds	PS	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Am	avea	Va--1	Va	VA1	O
dezbătut	dezbate	Vmp--sm	Vm	VPSM	O
,	,	COMMA	CO	COMMA	O
împreună_cu	împreună_cu	Spca	Sp	S	O
colegii	coleg	Ncmpry	Nc	NPRY	O
de_la	de_la	Spca	Sp	S	O
Arhive	arhivă	Ncfp-n	Nc	NPN	ORG
,	,	COMMA	CO	COMMA	O
apoi	apoi	Rgp	Rg	R	O
în	în	Spsa	Sp	S	O
comisie	comisie	Ncfsrn	Nc	NSRN	O
,	,	COMMA	CO	COMMA	O
la	la	Spsa	Sp	S	O
Cameră	cameră	Ncfsrn	Nc	NSRN	ORG
,	,	COMMA	CO	COMMA	O
și	și	Crssp	Cr	CR	O
,	,	COMMA	CO	COMMA	O
așa_cum	așa_cum	Rw	Rw	R	O
s-	sine	Px3--a--y-----w	Px	PXA	O
a	avea	Va--3s	Va	VA3S	O
sugerat	sugera	Vmp--sm	Vm	VPSM	O
,	,	COMMA	CO	COMMA	O
în	în	Spsa	Sp	S	O
mod	mod	Ncms-n	Nc	NSN	O
special	special	Afpms-n	Af	ASN	O
domnul	domn	Ncmsry	Nc	NSRY	O
vicepreședinte	vicepreședinte	Ncms-n	Nc	NSN	O
Dan	Dan	Np	Np	NP	PER
Marțian	Marțian	Np	Np	NP	PER
a	avea	Va--3s	Va	VA3S	O
sugerat	sugera	Vmp--sm	Vm	VPSM	O
,	,	COMMA	CO	COMMA	O
să	să	Qs	Qs	QS	O
detaliem	detalia	Vmip1p	Vm	V1	O
problema	problemă	Ncfsry	Nc	NSRY	O
aceasta	acesta	Dd3fsr---o	Dd	DMSR	O
a	al	Tsfs	Ts	TS	O
accesului	acces	Ncmsoy	Nc	NSOY	O
la	la	Spsa	Sp	S	O
arhive	arhivă	Ncfp-n	Nc	NPN	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Dacă	dacă	Csssp	Cs	C	O
mi-	eu	Pp1-sd--y-----w	Pp	PPSD	O
ați	avea	Va--2p	Va	VA2P	O
permite	permite	Vmnp	Vm	VN	O
,	,	COMMA	CO	COMMA	O
eu	eu	Pp1-sn--------s	Pp	PPSN	O
aș	avea	Va--1s	Va	VA1S	O
prezenta	prezenta	Vmnp	Vm	VN	O
modul	mod	Ncmsry	Nc	NSRY	O
în	în	Spsa	Sp	S	O
care	care	Pw3--r	Pw	RELR	O
...	...	HELLIP	HE	HELLIP	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Domnul	domn	Ncmsry	Nc	NSRY	O
Adrian	Adrian	Np	Np	NP	PER
Năstase	Năstase	Np	Np	NP	PER
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Nu	nu	Qz	Qz	QZ	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Eu	eu	Pp1-sn--------s	Pp	PPSN	O
vă	tu	Pp2-pa--------w	Pp	PPPA	O
rog	ruga	Vmip1s	Vm	V1	O
să	să	Qs	Qs	QS	O
ne	eu	Pp1-pd--------w	Pp	PPPD	O
citiți	citi	Vmip2p	Vm	V2	O
textul	text	Ncmsry	Nc	NSRY	O
,	,	COMMA	CO	COMMA	O
așa_cum	așa_cum	Rw	Rw	R	O
a	avea	Va--3s	Va	VA3S	O
fost	fi	Vap--sm	Va	VA	O
finalizat	finaliza	Vmp--sm	Vm	VPSM	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Domnul	domn	Ncmsry	Nc	NSRY	O
Ion	Ion	Np	Np	NP	PER
Scurtu	Scurtu	Np	Np	NP	PER
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Articolul	articol	Ncmsry	Nc	NSRY	O
22	22	Mc-p-d	Mc	M	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
"	"	DBLQ	DB	DBLQ	O
Documentele	document	Ncfpry	Nc	NPRY	O
a	al	Tsfs	Ts	TS	O
căror	care	Dw3-po---e	Dw	RELO	O
cercetare	cercetare	Ncfsrn	Nc	NSRN	O
poate	putea	Vmip3s	Vm	V3	O
afecta	afecta	Vmnp	Vm	VN	O
interesele	interes	Ncfpry	Nc	NPRY	O
naționale	național	Afpfp-n	Af	APN	O
,	,	COMMA	CO	COMMA	O
drepturile	drept	Ncfpry	Nc	NPRY	O
și	și	Crssp	Cr	CR	O
libertățile	libertate	Ncfpry	Nc	NPRY	O
cetățenilor	cetățean	Ncmpoy	Nc	NPOY	O
,	,	COMMA	CO	COMMA	O
prin	prin	Spsa	Sp	S	O
date	dată	Ncfp-n	Nc	NPN	O
și	și	Crssp	Cr	CR	O
informațiile	informație	Ncfpry	Nc	NPRY	O
conținute	conținut	Afpfp-n	Af	APN	O
,	,	COMMA	CO	COMMA	O
sau	sau	Ccssp	Cc	C	O
cele	acela	Pd3fpr	Pd	DMPR	O
a	al	Tsfs	Ts	TS	O
căror	care	Dw3-po---e	Dw	RELO	O
integritate	integritate	Ncfsrn	Nc	NSRN	O
fizică	fizic	Afpfsrn	Af	ASN	O
este	fi	Vmip3s	Vm	V3	O
în_pericol	în_pericol	Rgp	Rg	R	O
,	,	COMMA	CO	COMMA	O
nu	nu	Qz	Qz	QZ	O
se	sine	Px3--a--------w	Px	PXA	O
dau	da	Vmip3p	Vm	V3	O
în	în	Spsa	Sp	S	O
cercetare	cercetare	Ncfsrn	Nc	NSRN	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Fac	face	Vmip3p	Vm	V3	O
parte	parte	Ncfsrn	Nc	NSRN	O
din	din	Spsa	Sp	S	O
această	acest	Dd3fsr---e	Dd	DMSR	O
categorie	categorie	Ncfsrn	Nc	NSRN	O
documentele	document	Ncfpry	Nc	NPRY	O
care	care	Pw3--r	Pw	RELR	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
a	avea	Va--3s	Va	VA3S	O
)	)	RPAR	RP	RPAR	O
privesc	privi	Vmip3p	Vm	V3	O
siguranța	siguranță	Ncfsry	Nc	NSRY	O
,	,	COMMA	CO	COMMA	O
integritatea	integritate	Ncfsry	Nc	NSRY	O
teritorială	teritorial	Afpfsrn	Af	ASN	O
și	și	Crssp	Cr	CR	O
independența	independență	Ncfsry	Nc	NSRY	O
statului	stat	Ncmsoy	Nc	NSOY	O
român	român	Afpms-n	Af	ASN	O
,	,	COMMA	CO	COMMA	O
potrivit	potrivit	Spsd	Sp	S	O
prevederilor	prevedere	Ncfpoy	Nc	NPOY	O
constituționale	constituțional	Afpfson	Af	ASON	O
și	și	Crssp	Cr	CR	O
a	al	Tsfs	Ts	TS	O
legislației	legislație	Ncfsoy	Nc	NSOY	O
în_vigoare	în_vigoare	Rgp	Rg	R	O
;	;	SCOLON	SC	SCOLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
b	b	Ncm--n	Nc	NN	O
)	)	RPAR	RP	RPAR	O
pot	putea	Vmip1s	Vm	V1	O
leza	leza	Vmnp	Vm	VN	O
drepturile	drept	Ncfpry	Nc	NPRY	O
și	și	Crssp	Cr	CR	O
libertățile	libertate	Ncfpry	Nc	NPRY	O
individuale	individual	Afpfp-n	Af	APN	O
ale	al	Tsfp	Ts	TP	O
cetățeanului	cetățean	Ncmsoy	Nc	NSOY	O
;	;	SCOLON	SC	SCOLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
c	c	Ncm--n	Nc	NN	O
)	)	RPAR	RP	RPAR	O
sunt	fi	Vmip1s	Vm	V1	O
într-	întru	Spsay	Sp	S	O
o	un	Tifsr	Ti	TSR	O
stare	stare	Ncfsrn	Nc	NSRN	O
necorespunzătoare	necorespunzător	Afpf--n	Af	AN	O
de	de	Spsa	Sp	S	O
conservare	conservare	Ncfsrn	Nc	NSRN	O
;	;	SCOLON	SC	SCOLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
d	d	Ncm--n	Nc	NN	O
)	)	RPAR	RP	RPAR	O
nu	nu	Qz	Qz	QZ	O
sunt	fi	Vaip3p	Va	VA3P	O
prelucrate	prelucra	Vmp--pf	Vm	VPPF	O
arhivistic	arhivistic	Afpms-n	Af	ASN	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Stabilirea	stabilire	Ncfsry	Nc	NSRY	O
documentelor	document	Ncfpoy	Nc	NPOY	O
respective	respectiv	Afpfp-n	Af	APN	O
se	sine	Px3--a--------w	Px	PXA	O
face	face	Vmip3s	Vm	V3	O
de_către	de_către	Spca	Sp	S	O
deținătorul	deținător	Ncmsry	Nc	NSRY	O
legal	legal	Afpms-n	Af	ASN	O
al	al	Tsms	Ts	TS	O
acestora	acesta	Pd3-po	Pd	DMPO	O
,	,	COMMA	CO	COMMA	O
potrivit	potrivit	Spsd	Sp	S	O
anexei	anexă	Ncfsoy	Nc	NSOY	O
"	"	DBLQ	DB	DBLQ	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Anexa	anexă	Ncfsry	Nc	NSRY	O
are	avea	Vmip3s	Vm	V3	O
următorul	următor	Afpmsry	Af	ASRY	O
conținut	conținut	Ncms-n	Nc	NSN	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
"	"	DBLQ	DB	DBLQ	O
Documentele	document	Ncfpry	Nc	NPRY	O
medicale	medical	Afpfp-n	Af	APN	O
se	sine	Px3--a--------w	Px	PXA	O
dau	da	Vmip3p	Vm	V3	O
în	în	Spsa	Sp	S	O
cercetare	cercetare	Ncfsrn	Nc	NSRN	O
după	după	Spsa	Sp	S	O
100	100	Mc-p-d	Mc	M	TIME
de	de	Spsa	Sp	S	TIME
ani	an	Ncmp-n	Nc	NPN	TIME
de_la	de_la	Spca	Sp	S	O
crearea	creare	Ncfsry	Nc	NSRY	O
lor	lui	Ds3---p	Ds	PS	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Registrele	registru	Ncfpry	Nc	NPRY	O
de	de	Spsa	Sp	S	O
stare_civilă	stare_civilă	Ncfsrn	Nc	NSRN	O
,	,	COMMA	CO	COMMA	O
după	după	Spsa	Sp	S	O
100	100	Mc-p-d	Mc	M	TIME
de	de	Spsa	Sp	S	TIME
ani	an	Ncmp-n	Nc	NPN	TIME
de_la	de_la	Spca	Sp	S	O
crearea	creare	Ncfsry	Nc	NSRY	O
lor	lui	Ds3---p	Ds	PS	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Dosarele	dosar	Ncfpry	Nc	NPRY	O
personale	personal	Afpfp-n	Af	APN	O
,	,	COMMA	CO	COMMA	O
după	după	Spsa	Sp	S	O
110	110	Mc-p-d	Mc	M	TIME
ani	an	Ncmp-n	Nc	NPN	TIME
de_la	de_la	Spca	Sp	S	O
crearea	creare	Ncfsry	Nc	NSRY	O
lor	lui	Ds3---p	Ds	PS	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Documentele	document	Ncfpry	Nc	NPRY	O
privind	privi	Vmg	Vm	VG	O
viața	viață	Ncfsry	Nc	NSRY	O
privată	privat	Afpfsrn	Af	ASN	O
a	al	Tsfs	Ts	TS	O
unei	un	Tifso	Ti	TSO	O
persoane	persoană	Ncfson	Nc	NSON	O
,	,	COMMA	CO	COMMA	O
după	după	Spsa	Sp	S	O
40	40	Mc-p-d	Mc	M	TIME
de	de	Spsa	Sp	S	TIME
ani	an	Ncmp-n	Nc	NPN	TIME
de_la	de_la	Spca	Sp	S	O
moartea	moarte	Ncfsry	Nc	NSRY	O
individului	individ	Ncmsoy	Nc	NSOY	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Documentele	document	Ncfpry	Nc	NPRY	O
referitoare	referitor	Afpf--n	Af	AN	O
la	la	Spsa	Sp	S	O
siguranța	siguranță	Ncfsry	Nc	NSRY	O
și	și	Crssp	Cr	CR	O
integritatea	integritate	Ncfsry	Nc	NSRY	O
națională	național	Afpfsrn	Af	ASN	O
,	,	COMMA	CO	COMMA	O
după	după	Spsa	Sp	S	O
100	100	Mc-p-d	Mc	M	TIME
de	de	Spsa	Sp	S	TIME
ani	an	Ncmp-n	Nc	NPN	TIME
de_la	de_la	Spca	Sp	S	O
crearea	creare	Ncfsry	Nc	NSRY	O
lor	lui	Ds3---p	Ds	PS	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Documentele	document	Ncfpry	Nc	NPRY	O
privind	privi	Vmg	Vm	VG	O
afacerile	afacere	Ncfpry	Nc	NPRY	O
criminale	criminal	Afpfp-n	Af	APN	O
,	,	COMMA	CO	COMMA	O
după	după	Spsa	Sp	S	O
90	90	Mc-p-d	Mc	M	TIME
de	de	Spsa	Sp	S	TIME
ani	an	Ncmp-n	Nc	NPN	TIME
de_la	de_la	Spca	Sp	S	O
crearea	creare	Ncfsry	Nc	NSRY	O
lor	lui	Ds3---p	Ds	PS	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
(	(	LPAR	LP	LPAR	O
Clopoțel	clopoțel	Ncms-n	Nc	NSN	O
)	)	RPAR	RP	RPAR	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Documentele	document	Ncfpry	Nc	NPRY	O
privind	privi	Vmg	Vm	VG	O
politica_externă	politică_externă	Ncfsry	Nc	NSRY	O
,	,	COMMA	CO	COMMA	O
după	după	Spsa	Sp	S	O
50	50	Mc-p-d	Mc	M	TIME
de	de	Spsa	Sp	S	TIME
ani	an	Ncmp-n	Nc	NPN	TIME
de_la	de_la	Spca	Sp	S	O
crearea	creare	Ncfsry	Nc	NSRY	O
lor	lui	Ds3---p	Ds	PS	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Documente	document	Ncfp-n	Nc	NPN	O
ale	al	Tsfp	Ts	TP	O
societăților	societate	Ncfpoy	Nc	NPOY	O
economice	economic	Afpfp-n	Af	APN	O
private	privat	Afpfp-n	Af	APN	O
,	,	COMMA	CO	COMMA	O
după	după	Spsa	Sp	S	O
50	50	Mc-p-d	Mc	M	TIME
de	de	Spsa	Sp	S	TIME
ani	an	Ncmp-n	Nc	NPN	TIME
de_la	de_la	Spca	Sp	S	O
crearea	creare	Ncfsry	Nc	NSRY	O
lor	lui	Ds3---p	Ds	PS	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Documentele	document	Ncfpry	Nc	NPRY	O
fiscale	fiscal	Afpfp-n	Af	APN	O
,	,	COMMA	CO	COMMA	O
după	după	Spsa	Sp	S	O
50	50	Mc-p-d	Mc	M	TIME
de	de	Spsa	Sp	S	TIME
ani	an	Ncmp-n	Nc	NPN	TIME
de_la	de_la	Spca	Sp	S	O
crearea	creare	Ncfsry	Nc	NSRY	O
lor	lui	Ds3---p	Ds	PS	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Documentele	document	Ncfpry	Nc	NPRY	O
notariale	notarial	Afpfp-n	Af	APN	O
și	și	Crssp	Cr	CR	O
judiciare	judiciar	Afpfp-n	Af	APN	O
,	,	COMMA	CO	COMMA	O
după	după	Spsa	Sp	S	O
90	90	Mc-p-d	Mc	M	TIME
de	de	Spsa	Sp	S	TIME
ani	an	Ncmp-n	Nc	NPN	TIME
de_la	de_la	Spca	Sp	S	O
crearea	creare	Ncfsry	Nc	NSRY	O
lor	lui	Ds3---p	Ds	PS	O
"	"	DBLQ	DB	DBLQ	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Vreau	vrea	Vmip1s	Vm	V1	O
să	să	Qs	Qs	QS	O
fac	face	Vmip1s	Vm	V1	O
precizarea	precizare	Ncfsry	Nc	NSRY	O
că	că	Csssp	Cs	C	O
,	,	COMMA	CO	COMMA	O
potrivit	potrivit	Spsd	Sp	S	O
proiectului	proiect	Ncmsoy	Nc	NSOY	O
de	de	Spsa	Sp	S	O
lege	lege	Ncfsrn	Nc	NSRN	O
,	,	COMMA	CO	COMMA	O
și	și	Crssp	Cr	CR	O
articolul	articol	Ncmsry	Nc	NSRY	O
respectiv	respectiv	Afpms-n	Af	ASN	O
a	avea	Va--3s	Va	VA3S	O
fost	fi	Vap--sm	Va	VA	O
votat	vota	Vmp--sm	Vm	VPSM	O
,	,	COMMA	CO	COMMA	O
celelalte	celălalt	Dd3fpr	Dd	DMPR	O
documente	document	Ncfp-n	Nc	NPN	O
se	sine	Px3--a--------w	Px	PXA	O
dau	da	Vmip3p	Vm	V3	O
în	în	Spsa	Sp	S	O
studiu	studiu	Ncms-n	Nc	NSN	O
după	după	Spsa	Sp	S	O
30	30	Mc-p-d	Mc	M	TIME
de	de	Spsa	Sp	S	TIME
ani	an	Ncmp-n	Nc	NPN	TIME
de_la	de_la	Spca	Sp	S	O
crearea	creare	Ncfsry	Nc	NSRY	O
lor	lui	Ds3---p	Ds	PS	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
De	de	Spsa	Sp	S	O
asemenea	asemenea	Afp	Af	A	O
,	,	COMMA	CO	COMMA	O
vreau	vrea	Vmip1s	Vm	V1	O
să	să	Qs	Qs	QS	O
precizez	preciza	Vmip1s	Vm	V1	O
că	că	Csssp	Cs	C	O
aceste	acest	Dd3fpr---e	Dd	DMPR	O
termene	termen	Ncfp-n	Nc	NPN	O
care	care	Pw3--r	Pw	RELR	O
au	avea	Va--3p	Va	VA3P	O
fost	fi	Vap--sm	Va	VA	O
stabilite	stabili	Vmp--pf	Vm	VPPF	O
au	avea	Va--3p	Va	VA3P	O
avut	avea	Vmp--sm	Vm	VPSM	O
în	în	Spsa	Sp	S	O
vedere	vedere	Ncfsrn	Nc	NSRN	O
situația	situație	Ncfsry	Nc	NSRY	O
din	din	Spsa	Sp	S	O
Franța	Franța	Np	Np	NP	LOC
și	și	Crssp	Cr	CR	O
din	din	Spsa	Sp	S	O
Germania	Germania	Np	Np	NP	LOC
,	,	COMMA	CO	COMMA	O
deci	deci	Ccssp	Cc	C	O
două	două	Mcfp-l	Mc	M	O
țări	țară	Ncfp-n	Nc	NPN	O
europene	european	Afpfp-n	Af	APN	O
cu	cu	Spsa	Sp	S	O
experiență	experiență	Ncfsrn	Nc	NSRN	O
și	și	Crssp	Cr	CR	O
tradiție	tradiție	Ncfsrn	Nc	NSRN	O
în	în	Spsa	Sp	S	O
domeniu	domeniu	Ncms-n	Nc	NSN	O
,	,	COMMA	CO	COMMA	O
și	și	Crssp	Cr	CR	O
noi	eu	Pp1-pr--------s	Pp	PPPR	O
am	avea	Va--1	Va	VA1	O
luat	lua	Vmp--sm	Vm	VPSM	O
de	de	Spsa	Sp	S	O
fiecare	fiecare	Di3-sr---e	Di	PI	O
dată	dată	Ncfsrn	Nc	NSRN	O
termenul	termen	Ncmsry	Nc	NSRY	O
cel	cel	Tdmsr	Td	TSR	O
mai	mai	Rp	Rp	R	O
scurt	scurt	Afpms-n	Af	ASN	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Acesta	acesta	Pd3msr	Pd	DMSR	O
este	fi	Vmip3s	Vm	V3	O
articolul	articol	Ncmsry	Nc	NSRY	O
22	22	Mc-p-d	Mc	M	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Domnul	domn	Ncmsry	Nc	NSRY	O
Adrian	Adrian	Np	Np	NP	PER
Năstase	Năstase	Np	Np	NP	PER
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Vreți	vrea	Vmip2p	Vm	V2	O
să	să	Qs	Qs	QS	O
citiți	citi	Vmip2p	Vm	V2	O
și	și	Crssp	Cr	CR	O
articolul	articol	Ncmsry	Nc	NSRY	O
30	30	Mc-p-d	Mc	M	O
?	?	QUEST	QU	QUEST	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Domnul	domn	Ncmsry	Nc	NSRY	O
Ion	Ion	Np	Np	NP	PER
Scurtu	Scurtu	Np	Np	NP	PER
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Articolul	articol	Ncmsry	Nc	NSRY	O
30	30	Mc-p-d	Mc	M	O
are	avea	Vmip3s	Vm	V3	O
următorul	următor	Afpmsry	Af	ASRY	O
conținut	conținut	Ncms-n	Nc	NSN	O
...	...	HELLIP	HE	HELLIP	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Domnul	domn	Ncmsry	Nc	NSRY	O
Adrian	Adrian	Np	Np	NP	PER
Năstase	Năstase	Np	Np	NP	PER
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Vreți	vrea	Vmip2p	Vm	V2	O
să	să	Qs	Qs	QS	O
lăsați	lăsa	Vmip2p	Vm	V2	O
microfonul	microfon	Ncmsry	Nc	NSRY	O
puțin	puțin	Rgp	Rg	R	O
mai	mai	Rp	Rp	R	O
jos	jos	Rgp	Rg	R	O
,	,	COMMA	CO	COMMA	O
ca_să	ca_să	Cscsp	Cs	C	O
se	sine	Px3--a--------w	Px	PXA	O
audă	auzi	Vmsp3	Vm	V3	O
mai	mai	Rp	Rp	R	O
bine	bine	Rgp	Rg	R	O
...	...	HELLIP	HE	HELLIP	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Domnul	domn	Ncmsry	Nc	NSRY	O
Ion	Ion	Np	Np	NP	PER
Scurtu	Scurtu	Np	Np	NP	PER
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Deci	deci	Ccssp	Cc	C	O
,	,	COMMA	CO	COMMA	O
articolul	articol	Ncmsry	Nc	NSRY	O
30	30	Mc-p-d	Mc	M	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
"	"	DBLQ	DB	DBLQ	O
Contravențiile	contravenție	Ncfpry	Nc	NPRY	O
prevăzute	prevedea	Vmp--pf	Vm	VPPF	O
la	la	Spsa	Sp	S	O
articolul	articol	Ncmsry	Nc	NSRY	O
29	29	Mc-p-d	Mc	M	O
se	sine	Px3--a--------w	Px	PXA	O
sancționează	sancționa	Vmip3	Vm	V3	O
după_cum	după_cum	Cscsp	Cs	C	O
urmează	urma	Vmip3	Vm	V3	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
a	al	Tsfs	Ts	TS	O
)	)	RPAR	RP	RPAR	O
cu	cu	Spsa	Sp	S	O
amendă	amendă	Ncfsrn	Nc	NSRN	O
de_la	de_la	Spca	Sp	S	O
500.000	500.000	Mc-p-d	Mc	M	O
la	la	Spsa	Sp	S	O
2.000.000	2.000.000	Np	Np	NP	O
lei	leu	Ncmp-n	Nc	NPN	O
-	-	DASH	DA	DASH	O
contravențiile	contravenție	Ncfpry	Nc	NPRY	O
prevăzute	prevedea	Vmp--pf	Vm	VPPF	O
la	la	Spsa	Sp	S	O
literele	literă	Ncfpry	Nc	NPRY	O
"	"	DBLQ	DB	DBLQ	O
a	a	I	I	I	O
"	"	DBLQ	DB	DBLQ	O
,	,	COMMA	CO	COMMA	O
"	"	DBLQ	DB	DBLQ	O
d	d	Ncm--n	Nc	NN	O
"	"	DBLQ	DB	DBLQ	O
și	și	Crssp	Cr	CR	O
"	"	DBLQ	DB	DBLQ	O
f	f	Ncm--n	Nc	NN	O
"	"	DBLQ	DB	DBLQ	O
"	"	DBLQ	DB	DBLQ	O
-	-	DASH	DA	DASH	O
este_vorba	fi_vorba	Vmip3s	Vm	V3	O
de	de	Spsa	Sp	S	O
distrugerea	distrugere	Ncfsry	Nc	NSRY	O
de	de	Spsa	Sp	S	O
documente	document	Ncfp-n	Nc	NPN	O
;	;	SCOLON	SC	SCOLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
b	b	Ncm--n	Nc	NN	O
)	)	RPAR	RP	RPAR	O
cu	cu	Spsa	Sp	S	O
amendă	amendă	Ncfsrn	Nc	NSRN	O
de_la	de_la	Spca	Sp	S	O
250.000	250.000	Mc-p-d	Mc	M	O
la	la	Spsa	Sp	S	O
1.000.000	1.000.000	Mc-p-d	Mc	M	O
lei	leu	Ncmp-n	Nc	NPN	O
contravențiile	contravenție	Ncfpry	Nc	NPRY	O
prevăzute	prevedea	Vmp--pf	Vm	VPPF	O
la	la	Spsa	Sp	S	O
literele	literă	Ncfpry	Nc	NPRY	O
"	"	DBLQ	DB	DBLQ	O
b	b	Ncm--n	Nc	NN	O
"	"	DBLQ	DB	DBLQ	O
,	,	COMMA	CO	COMMA	O
"	"	DBLQ	DB	DBLQ	O
c	c	Ncm--n	Nc	NN	O
"	"	DBLQ	DB	DBLQ	O
,	,	COMMA	CO	COMMA	O
"	"	DBLQ	DB	DBLQ	O
e	fi	Vmip3s	Vm	V3	O
"	"	DBLQ	DB	DBLQ	O
și	și	Crssp	Cr	CR	O
"	"	DBLQ	DB	DBLQ	O
g	g	Ncm--n	Nc	NN	O
"	"	DBLQ	DB	DBLQ	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Amenda	amendă	Ncfsry	Nc	NSRY	O
se	sine	Px3--a--------w	Px	PXA	O
aplică	aplica	Vmis3s	Vm	V3	O
și	și	Crssp	Cr	CR	O
persoanei_juridice	persoane_juridice	Ncfsoy	Nc	NSOY	ORG
.	.	PERIOD	PE	PERIOD	O
